HE,settlement_point,spp
11:00,MAND_SLR_RN,18.12
11:00,MARBFA,19.53
11:00,MARIAH_ALL,20.41
11:00,MAR_MARSFOG1,20.27
11:00,MAR_MARSFOG2,20.27
11:00,MAR_MARSFOG3,20.27
11:00,MASSENGL_CC1,20.4
11:00,MASSENGL_G6,20.39
11:00,MASSENGL_G7,20.39
11:00,MASSENGL_G8,20.4
11:00,MAVCRK_W_ALL,20.33
11:00,MCDLD_FCSBW1,20.41
11:00,MCLNSLR_RN,16.41
11:00,MCSES_UNIT6,20.49
11:00,MCSES_UNIT7,20.49
11:00,MCSES_UNIT8,20.49
11:00,MDANP_CT1_2,20.48
11:00,MDANP_CT3_4,20.49
11:00,MDANP_CT5_6,20.48
11:00,MEDILA_RN,20.06
11:00,MERCURY_ALL,20.46
11:00,MESQCRK_ALL,20.37
11:00,MESTENO_RN,20.67
11:00,MGSES_CT123,20.41
11:00,MGSES_CT456,20.41
11:00,MIAM1_G1_G2,20.42
11:00,MIDWY_RN,20.35
11:00,MILTON_RN,20.35
11:00,MIL_MILG1_2,20.48
11:00,MIL_MILG345,20.48
11:00,MIRAGE_G1,20.65
11:00,MIRASOLE_GEN,20.65
11:00,MISAE_GEN_RN,20.42
11:00,MLSES_UNIT1,20.52
11:00,MLSES_UNIT2,20.52
11:00,MLSES_UNIT3,20.52
11:00,MNWL_BESS_RN,20.48
11:00,MONT_WND_RN,20.42
11:00,MOORE_FL_RN,20.65
11:00,MOZART_WIND1,21.66
11:00,MRKM_SLR_RN,20.45
11:00,MROW_SLR_RN,18.68
11:00,MUENSTER_RN,20.47
11:00,MUSTNGCK_ALL,21.48
11:00,MU_RN,20.34
11:00,MV_VALV4_RN,20.63
11:00,MWEC_G1,21.3
11:00,MYRY_BES2_RN,20.64
11:00,MYRY_ESR_RN,20.64
11:00,MYR_ALL,19.94
11:00,NACPW_UNIT1,20.53
11:00,NBOHR_RN,20.37
11:00,NCARBIDEG8,21.2
11:00,NCARBIDE_1_7,21.2
11:00,NCARBID_PUN1,21.2
11:00,NCARBID_PUN2,21.2
11:00,NCO_RN,20.16
11:00,NEBULA_RN,20.61
11:00,NEDIN_CC1,20.64
11:00,NED_NEDIN_G1,20.64
11:00,NED_NEDIN_G2,20.64
11:00,NED_NEDIN_G3,20.64
11:00,NF_BRP_RN,20.37
11:00,NOBLESLR_ALL,20.48
11:00,NOVA1SLR_ALL,20.39
11:00,NOVA2S_UNIT1,20.39
11:00,NUECES_B_CC1,20.52
11:00,NUE_NUECESG7,20.52
11:00,NUE_NUECESG8,20.52
11:00,NUE_NUECESG9,20.52
11:00,NWF_NWF1,20.35
11:00,N_AL_BESS_RN,20.63
11:00,N_MRD_ESR_RN,20.62
11:00,OBERON_U1,20.35
11:00,ODESW_RN,20.35
11:00,OECCS_1,20.36
11:00,OECCS_2,20.36
11:00,OECCS_CC1,20.36
11:00,OECCS_CC2,20.36
11:00,OGSES_1,20.6
11:00,OGSES_2,20.6
11:00,OGS_SLR_RN,20.49
11:00,OLIN_OLING_1,20.64
11:00,OLIN_OLING_2,20.64
11:00,OLIN_OLING_3,20.64
11:00,OLIN_OLING_4,20.64
11:00,OLNEYTN_AGR1,20.48
11:00,OLNEYTN_RN,20.48
11:00,ORIANA_RN,21.18
11:00,OR_BESS_RN,20.73
11:00,OUTP_SLR_RN,20.37
11:00,OWF_OWF,20.4
11:00,OXY_OXY_CCG1,20.52
11:00,OXY_PUN1,20.52
11:00,OXY_PUN2,20.52
11:00,PAD1_ESS_RN,20.16
11:00,PALACIOS_RN,22
11:00,PALE_ESS_EN,20.4
11:00,PALMWI_UNIT1,20.6
11:00,PANDA_S_CC1,20.49
11:00,PANDA_S_CT1,20.49
11:00,PANDA_S_CT2,20.49
11:00,PANDA_S_ST1,20.49
11:00,PANDA_T1_CC1,20.4
11:00,PANDA_T1_CT1,20.4
11:00,PANDA_T1_CT2,20.4
11:00,PANDA_T1_ST1,20.4
11:00,PANDA_T2_CC1,20.4
11:00,PANDA_T2_CT1,20.4
11:00,PANDA_T2_CT2,20.4
11:00,PANDA_T2_ST1,20.4
11:00,PAP1_PAP1,20.53
11:00,PAR_RN,20.81
11:00,PAULN_RN,20.52
11:00,PAVLOV_BT_RN,22.46
11:00,PAVO_ESS_ALL,20.3
11:00,PB2SES_CT1,20.34
11:00,PB2SES_CT2,20.34
11:00,PB2SES_CT3,20.34
11:00,PB2SES_CT4,20.34
11:00,PB2SES_CT5,20.34
11:00,PCT_RN,19.01
11:00,PC_NORTH_1,20.37
11:00,PC_SOUTH_ALL,20.37
11:00,PEARSALL_RN,18.68
11:00,PEARSA_1_24,18.68
11:00,PENA_ALL,20.55
11:00,PERE_SLR_RN,20.49
11:00,PEY_RN,19.01
11:00,PH1_UNIT1_2,20.41
11:00,PH2_U1_U2,20.41
11:00,PHILLWND_ALL,20.46
11:00,PHOEBE_ALL,20.35
11:00,PHOENIX_RN,20.49
11:00,PHO_ALL,17.69
11:00,PIONR_DJ_RN,20.37
11:00,PIRATE_RN,20.55
11:00,PISG_RN_ALL,20.56
11:00,PITSDD_UNIT1,20.49
11:00,PLATINUM_RN,20.49
11:00,PLN_ALL,18.89
11:00,PNPI_GT2_RN,20.94
11:00,PORTSL_UNIT1,20.47
11:00,POTSVIL_RN,10.48
11:00,PRCRK_RN,20.5
11:00,PRID_RN,20.37
11:00,PROSPERO_ALL,20.36
11:00,PRO_RN,20.99
11:00,PRSPERO2_ALL,20.36
11:00,PR_PR_ALL,20.87
11:00,PSA_CC1,20.83
11:00,PSA_PSA_G1,20.82
11:00,PSA_PSA_G2,20.82
11:00,PSA_PSA_G3,20.82
11:00,PSA_PSA_G4,20.82
11:00,PSA_PSA_G5,20.84
11:00,PSA_PSA_G6,20.84
11:00,PSA_PSA_G7,20.84
11:00,PSA_PUN1,20.84
11:00,PSA_PUN2,20.84
11:00,PSA_PUN3,20.82
11:00,PSA_PUN4,20.82
11:00,PSA_PUN5,20.84
11:00,PSG_CC1,20.6
11:00,PSG_PSG_GT2,20.6
11:00,PSG_PSG_GT3,20.6
11:00,PSG_PSG_ST1,20.6
11:00,PTLBES_BESS1,21.31
11:00,PYR_PYRON1,20.38
11:00,QALSW_ALL,20.36
11:00,QALSW_CC1,20.36
11:00,QALSW_CC2,20.36
11:00,QUEEN_BA_RN,20.32
11:00,QUEEN_SL_RN,20.32
11:00,RAB_G1-8,13.92
11:00,RADN_SLR_ALL,20.36
11:00,RAMBLER_UNIT,20.31
11:00,RANCHERO_ALL,20.29
11:00,RAT_RN_1,20.24
11:00,RAYBURN_CC1,21.18
11:00,RAYB_G78910,21.18
11:00,RBN_BESS1,20.74
11:00,RDCAN_RDCNY1,21.56
11:00,REDBARN_RN,20.31
11:00,REDFISH_ALL,20.6
11:00,REDGATE_RN,20.64
11:00,RELOJ_ALL,20.75
11:00,REROCK_ALL,20.32
11:00,RHESS2_ESS1,20.34
11:00,RIGGIN_UNIT1,20.31
11:00,RIOG_ESR2_RN,20.7
11:00,RIOG_ESR_RN,20.7
11:00,RIONOG_CC1,20.14
11:00,RIONOG_CT1,20.14
11:00,RIONOG_CT2,20.14
11:00,RIONOG_CT3,20.14
11:00,RIONOG_ST1,20.14
11:00,RIPPEY_ALL,20.48
11:00,RN_APOGEE,20.38
11:00,RN_BYU_G8,20.64
11:00,RN_DEC_AGR_A,20.48
11:00,RN_DEC_AGR_B,20.48
11:00,RN_DEC_AGR_C,20.48
11:00,RN_DEC_AGR_D,20.48
11:00,RN_ECEC_HOLT,20.36
11:00,RN_OCI_ALAMO,20.09
11:00,RN_RTS1,20.35
11:00,RN_SR_WIND1,20.6
11:00,RN_TOSBATT,20.41
11:00,ROSELAND_ALL,20.48
11:00,ROUTE66_RN,20.41
11:00,ROW_ALL,15.01
11:00,RPUBRDS_RN,20.57
11:00,RRANCHES_ALL,20.34
11:00,RRC_WIND_ALL,20.43
11:00,RSK_RN,20.37
11:00,RTLSNAKE_BT,20.34
11:00,RUSSEKST_RN,20.24
11:00,RVRVLYS_ALL,20.33
11:00,SADLBACK_RN,20.33
11:00,SADLBCK_AGR1,20.33
11:00,SALVTION_GEN,20.42
11:00,SAMSON_ALL,20.49
11:00,SANDHSYD1_2,20.25
11:00,SANDHSYD3_4,20.25
11:00,SANDHSYD6_7,20.25
11:00,SANDHSYD_5AC,20.25
11:00,SANDHSYD_CC1,20.25
11:00,SANDLAKE_RN,20.34
11:00,SANTACRU_ALL,20.51
11:00,SAN_SANMIGG1,20.21
11:00,SBEAN_BESS,20.34
11:00,SBE_RN_1,20.77
11:00,SC2SES_UNIT1,20.53
11:00,SCES_UNIT1,20.46
11:00,SCLP_PUN1,20.16
11:00,SCLP_PUN2,20.16
11:00,SCLP_PUN3,20.16
11:00,SCLP_PUN4,20.16
11:00,SCLP_SCLPC_1,20.16
11:00,SCLP_SCLPC_2,20.16
11:00,SCLP_SCLPC_3,20.16
11:00,SCLP_SCLPC_4,20.16
11:00,SCSES_UNIT2,20.53
11:00,SENATEWD_1,20.46
11:00,SGM_SIGNALMT,20.45
11:00,SGSA_DGR,20.32
11:00,SG_BES_BESS1,20.31
11:00,SHAFFER_ALL,20.51
11:00,SHAMROCK_RN,20.29
11:00,SHANNONW_RN,20.46
11:00,SHEEPCRK_1,20.43
11:00,SIG_SLR_RN,20.49
11:00,SILASRAY_CC1,20.68
11:00,SIL_SILAS_10,20.68
11:00,SIL_SILAS_6,20.68
11:00,SIL_SILAS_9,20.68
11:00,SIRIUS_UNIT1,20.28
11:00,SJS_SJS_G1,20.68
11:00,SJS_SJS_G2,20.68
11:00,SKY1,20.79
11:00,SLCN_ESS_ALL,20.28
11:00,SLTFRK_UN1_2,20.42
11:00,SL_PUN1,20.86
11:00,SL_PUN2,20.86
11:00,SNY_BESS_RN,21.26
11:00,SOLARA_UNIT1,20.82
11:00,SPARTA_ALL,20.34
11:00,SPLAIN1_RN,20.41
11:00,SPLAIN2_RN,20.41
11:00,SPNC_SPNCE_4,20.48
11:00,SPNC_SPNCE_5,20.48
11:00,SPTX12B_RN,20.31
11:00,SP_RN,20.61
11:00,SROSA_ESR_RN,20.61
11:00,SRWE1_UNIT1,20.37
11:00,SSPURT_WIND1,20.41
11:00,STAM_SLR_ALL,20.49
11:00,STAR_SLR_RN,20.72
11:00,STEAM_ENG123,20.68
11:00,STEA_STEAM_1,20.68
11:00,STEA_STEAM_2,20.68
11:00,STEA_STEAM_3,20.68
11:00,STELLA_RN,20.56
11:00,STP_STP_G1,19.02
11:00,STP_STP_G2,19.02
11:00,STRATEGC_RN,20.53
11:00,STRG_SLR_ALL,20.32
11:00,STWF_T1,20.67
11:00,SUNVASLR_ALL,20.46
11:00,SWEC_G1,20.4
11:00,SWEETWN2_2_4,20.38
11:00,SWEETWN3_3,20.38
11:00,SWEETWND_1,20.38
11:00,SWFT_SLR_RN,20.35
11:00,SWOOSE1_U1,20.34
11:00,SWOOSEII_RN,20.34
11:00,SWTWN4_WND45,20.38
11:00,SWT_BESS_RN,20.7
11:00,S_HILLS_RN,20.48
11:00,TAHOKA_ALL,20.38
11:00,TANZ_ESS_RN,20.52
11:00,TAV_RN,20.73
11:00,TAYGETE2_ALL,20.33
11:00,TAYGETE_ALL,20.33
11:00,TBWF_ES_BES1,20.31
11:00,TC_GTG2_RN,21.3
11:00,TC_PUN1,21.3
11:00,TC_PUN2,21.3
11:00,TC_TCHP1,21.3
11:00,TEN_CC1,20.48
11:00,TEN_CT1_STG,20.48
11:00,TGCCS_ALL,20.52
11:00,TGCCS_CC1,20.52
11:00,TGS_GT01,20.73
11:00,TGW_T1_T2,20.55
11:00,THW_1_CCU,20.93
11:00,THW_2_CCU,20.93
11:00,THW_CC1,20.93
11:00,THW_CC2,20.93
11:00,THW_THWGT5X,20.9
11:00,THW_THWGT_1,26.73
11:00,TIMPP_RN1,20.19
11:00,TIMPP_RN2,20.19
11:00,TI_SOLAR_ALL,20.34
11:00,TKWSW_CHAMP,20.38
11:00,TKWSW_ROSCOE,20.38
11:00,TNP_TNP_O_1,18.18
11:00,TNP_TNP_O_2,18.18
11:00,TNSKA_CC1,20.49
11:00,TNSKA_CCU,20.49
11:00,TNS_SLR_ALL,20.49
11:00,TOPAZ_ALL,20.43
11:00,TORR_ALL,20.8
11:00,TORT_ESS_RN,20.33
11:00,TOYAH_RN,20.32
11:00,TRBT_SLR_RN,20.31
11:00,TREB_SOLAR1,21.45
11:00,TRENT_TRENT,20.67
11:00,TRINITY_ALL,20.45
11:00,TRIPBUT1_RN,20.32
11:00,TRSES_UNIT6,20.53
11:00,TRUENO_ALL,20.6
11:00,TRUSGILL_RN,20.42
11:00,TTRSW_RN,20.49
11:00,TTWEC_G1,20.98
11:00,TUL_SLR_ALL,20.49
11:00,TURQ_BESS1,20.68
11:00,TV_RN,21.14
11:00,TXCTY_CC1,20.43
11:00,TXCTY_CTA,20.43
11:00,TXCTY_CTB,20.43
11:00,TXCTY_CTC,20.43
11:00,TXCTY_ST,20.43
11:00,TYLRWIND_RN,20.47
11:00,TYNAN_RN,20.52
11:00,T_CK_GT2_RN,20.39
11:00,T_CK_GT3_RN,20.39
11:00,UCC_COG_PUN2,20.43
11:00,UCC_UCC_C_2,20.43
11:00,VANCOURT_RN,20.61
11:00,VENADO_ALL,20.77
11:00,VERAWIND_ALL,20.42
11:00,VERTIGO_UN1,20.37
11:00,VICTORIA_CC1,21.05
11:00,VICTPORT_RN,21.1
11:00,VIC_VICTORG5,21.05
11:00,VIC_VICTORG6,21.05
11:00,VISION_RN,20.54
11:00,VLSES_UNIT3,20.49
11:00,VORT_ALL_RN,20.43
11:00,WAKEWE_ALL,20.4
11:00,WAP_WAPGT_1,20.94
11:00,WAP_WAP_G1,20.94
11:00,WAP_WAP_G2,20.94
11:00,WAP_WAP_G3,20.96
11:00,WAP_WAP_G4,20.96
11:00,WAP_WAP_G5,20.94
11:00,WAP_WAP_G6,20.57
11:00,WAP_WAP_G7,20.57
11:00,WAP_WAP_G8,13.92
11:00,WAYMARK_RN,20.31
11:00,WCPP_CC1,20.46
11:00,WCPP_CT1,20.46
11:00,WCPP_CT2,20.46
11:00,WCPP_ST1,20.46
11:00,WEBBER_WS_T1,20.25
11:00,WEC_WECG1,21.04
11:00,WES_ALL,20.22
11:00,WFCOGEN_13,20.8
11:00,WFCOGEN_24,20.8
11:00,WFCOGEN_CC1,20.8
11:00,WFTANK_ESS1,20.83
11:00,WGU_RN,20.38
11:00,WHCCS2_4,20.47
11:00,WHCCS2_5_6,20.47
11:00,WHCCS2_CC2,20.47
11:00,WHCCS_CC1,20.47
11:00,WHCCS_CT1_ST,20.47
11:00,WHCCS_CT2,20.47
11:00,WHITE_PT_UN1,20.53
11:00,WHMESA_U1,20.28
11:00,WHTTAIL_WR1,20.47
11:00,WH_WIND_ALL,20.38
11:00,WIG_BESS_RN,20.72
11:00,WILDWIND_ALL,20.48
11:00,WIPOPA_1_2,20.2
11:00,WIPOPA_3_4,20.2
11:00,WIR_WIRTZ_G1,20.68
11:00,WIR_WIRTZ_G2,20.68
11:00,WLTC_ESR_RN,20.52
11:00,WL_RANCH_RN,20.26
11:00,WNDTS2_UNIT1,20.48
11:00,WND_WHITNEY,20.46
11:00,WOODWRD1_RN,20.3
11:00,WOODWRD2_RN,20.3
11:00,WOV_BESS_RN,20.36
11:00,WRSBES_BESS1,20.34
11:00,W_HRL_ESR_RN,20.61
11:00,W_PECO_UNIT1,20.34
11:00,X443ESRN,20.13
11:00,YNG_WND_ALL,20.44
11:00,ZIER_SLR_ALL,19.31
12:00,7RNCHSLR_ALL,20.59
12:00,ABINDUST_RN,20.38
12:00,ADL_RN,20.75
12:00,AEEC,20.22
12:00,AE_RN,19.75
12:00,AGUAYO_UNIT1,20.26
12:00,AJAXWIND_RN,20.29
12:00,ALGOD_ALL_RN,20.42
12:00,ALP_BESS_RN,20.23
12:00,ALVIN_RN,20.18
12:00,AMADEUS_ALL,20.15
12:00,AMISTAD_ALL,18.76
12:00,AMOCOOIL_CC1,20.29
12:00,AMOCOOIL_CC2,20.29
12:00,AMOCO_PUN1,20.29
12:00,AMOCO_PUN2,20.29
12:00,AMO_AMOCO_1,20.29
12:00,AMO_AMOCO_2,20.29
12:00,AMO_AMOCO_5,20.29
12:00,AMO_AMOCO_G1,20.29
12:00,AMO_AMOCO_G2,20.29
12:00,AMO_AMOCO_G3,20.29
12:00,AMO_AMOCO_S1,20.29
12:00,AMO_AMOCO_S2,20.29
12:00,ANACACHO_ANA,18.04
12:00,ANCHOR_ALL,20.43
12:00,ANDMDSLR_ALL,20.13
12:00,ANEM_ESS_RN,20.95
12:00,ANG_ALL,20.23
12:00,ANOL_ESS_RN,20.38
12:00,ANSON1_ALL,20.25
12:00,ANTL_ESS_ES1,19.1
12:00,APPALOSA_ALL,20.14
12:00,AQUI_ALL,20.33
12:00,ARAGORN_RN,20.24
12:00,ASCK_SLR_RN,20.33
12:00,ASTRA_RN,20.22
12:00,ATK_ATKINSG7,20.54
12:00,AURO_SLR_RN,17.39
12:00,AUSTPL_ALL,20.14
12:00,AVIAT_ALL,20.25
12:00,AZSP_SLR_RN,20.41
12:00,AZURE_RN,20.23
12:00,AZ_ALL,20.68
12:00,BAC_RN_ALL,20.32
12:00,BAFFIN_ALL,20.81
12:00,BAIRDWND_ALL,20.25
12:00,BAKE_RN_ALL,20.36
12:00,BARROW_ALL,20.26
12:00,BASTEN_CC1,20.1
12:00,BASTEN_CCU,20.1
12:00,BATCAVE_RN,19.78
12:00,BAYC_BESS_RN,22.83
12:00,BBREEZE_1_2,20.9
12:00,BCATWD_WD_1,20.31
12:00,BCH_RN,19.75
12:00,BCK_RN,15.06
12:00,BELM_SLR_RN,20.29
12:00,BIGSTAR_ALL,19.74
12:00,BKSL_RN,20.19
12:00,BLACKJAK_RN,20.66
12:00,BLSMT1_5_A_6,20.26
12:00,BLUEJAY_RN,20.57
12:00,BLVN_RN,20.3
12:00,BOARDCRK_ALL,20.44
12:00,BOCO_ESS_RN,20.24
12:00,BOOTLEG_UN1,20.2
12:00,BORDAS_345,21.12
12:00,BOSQUESW_CC1,20.32
12:00,BOSQUESW_CC2,20.33
12:00,BOSQ_BSQSU_5,20.33
12:00,BOSQ_BSQS_12,20.33
12:00,BOSQ_BSQS_34,20.32
12:00,BRANDON_RN,20.22
12:00,BRAUNIG_CC1,20.02
12:00,BRAUNIG_VHB1,20.08
12:00,BRAUNIG_VHB2,20.08
12:00,BRAUNIG_VHB3,19.98
12:00,BRAZ_WND_ALL,21.11
12:00,BRA_AVR1_CT2,20.02
12:00,BRA_AVR_CST1,20.02
12:00,BRHEIGHT_RN,20.29
12:00,BRIGHTSD_RN,20.48
12:00,BRIGHTSD_U1,20.51
12:00,BRISCOE_WIND,20.22
12:00,BRPANGLE_RN,19.84
12:00,BRPMAGNO_RN,20.17
12:00,BRP_BRAZ_RN,20.04
12:00,BRP_DIKN_RN,20.29
12:00,BRP_LOOP_RN,21.5
12:00,BRP_LOP1_RN,21.14
12:00,BRP_PBL1_RN,19.03
12:00,BRP_PBL2_RN,19.04
12:00,BRP_RN_UNIT1,19.97
12:00,BRP_SWNY_RN,20.04
12:00,BRP_ZPT1_RN,21.24
12:00,BRP_ZPT2_RN,21.23
12:00,BRTSW_BCW1,20.33
12:00,BR_ARROW_ALL,20.36
12:00,BR_VHB6CT5_6,20.08
12:00,BR_VHB6CT7_8,20.08
12:00,BSS_U1,20.03
12:00,BTE_BTE_G1,20.74
12:00,BTE_BTE_G2,20.74
12:00,BTE_BTE_G3,20.74
12:00,BTE_BTE_G4,20.74
12:00,BTE_CC1,20.74
12:00,BTE_PUN1,20.74
12:00,BTE_PUN2,20.74
12:00,BTM_ALL,20.12
12:00,BUCHAN_ALL,20.15
12:00,BUCKTHRN_RN,20.33
12:00,BUFF_GAP_ALL,20.26
12:00,BULLCRK_1_2,20.08
12:00,BVE_CC1,12.89
12:00,BVE_UNIT1,12.89
12:00,BVE_UNIT2,12.89
12:00,BVE_UNIT3,12.89
12:00,BYRDR_ES_ALL,20.04
12:00,BYU_BYU_1,20.51
12:00,BYU_BYU_12,20.51
12:00,BYU_BYU_34,20.51
12:00,BYU_CC1,20.51
12:00,BYU_G4_RN,20.51
12:00,BYU_PUN1,20.51
12:00,BYU_PUN2,20.51
12:00,BYU_PUN3,20.51
12:00,BYU_PUN4,20.51
12:00,B_DAVIS_3,20.75
12:00,B_DAVIS_4,20.75
12:00,B_DAVIS_CC1,20.75
12:00,B_D_B_DAVIG1,20.75
12:00,B_D_B_DAVIG2,20.75
12:00,CABEZON_ALL,21.03
12:00,CACH_ESS_RN,20.04
12:00,CALAVER_JKS1,20.04
12:00,CALAVER_JKS2,20.04
12:00,CALAVER_JTD1,20.03
12:00,CALAVER_JTD2,20.03
12:00,CALAVER_OWS1,20.03
12:00,CALAVER_OWS2,20.06
12:00,CALHOUN_ALL,22
12:00,CALLAHA_WND1,20.37
12:00,CAL_CALGT1,20.67
12:00,CAL_CALSTG1,20.67
12:00,CAL_CC1,20.67
12:00,CAL_PUN1,20.67
12:00,CAL_PUN2,20.67
12:00,CAMWIND_RN,20.85
12:00,CANYONWD_ALL,20.25
12:00,CAPRIDG4_CR4,20.25
12:00,CAPRIDGE_ALL,20.25
12:00,CARBN_BSP_1,20.4
12:00,CARN_ESS_RN,20.74
12:00,CASL_GAP_UN1,20.2
12:00,CATARINA_B1,26.58
12:00,CBECII_89,17.11
12:00,CBECII_CC3,17.11
12:00,CBECII_CT7,17.11
12:00,CBEC_ALL,21.02
12:00,CBEC_CC1,21.02
12:00,CBEC_CC2,21.02
12:00,CBY4_ALL,20.74
12:00,CBY4_CC1,20.74
12:00,CBY_CBY_G1,20.71
12:00,CBY_CBY_G2,20.69
12:00,CCEC_CC1,20.74
12:00,CCEC_GT1,20.74
12:00,CCEC_GT2,20.74
12:00,CCEC_PUN1,20.74
12:00,CCEC_PUN2,20.74
12:00,CCEC_ST1,20.74
12:00,CEDROHI_CHW1,21.28
12:00,CEDRVALE_RN,20.24
12:00,CFLATS_UNIT,20.03
12:00,CHALUP_ALL,20.89
12:00,CHAL_SLR_RN,20.24
12:00,CHAMON_UN1,20.75
12:00,CHAMON_UN2,20.75
12:00,CHEDPW_GT2,20.76
12:00,CHE_CC1,20.76
12:00,CHE_LYD,20.76
12:00,CHE_LYD2,20.76
12:00,CHE_PUN1,20.76
12:00,CHE_PUN2,20.76
12:00,CHIL_SLR,20.28
12:00,CHISMGRD_RN,20.33
12:00,CISC_RN,20.35
12:00,CITRUSCY_RN,20.95
12:00,CITYVICT_ALL,21.42
12:00,CLO_RN,21.29
12:00,CMPD_SLR_RN,20.34
12:00,CNLY_ESS_RN,20.34
12:00,CNTRY_RN,20.35
12:00,CN_BRKS_UNT1,20.22
12:00,COL_COLETOG1,20.87
12:00,CONIGLIO_RN,20.35
12:00,CONTINEN_RN,21.03
12:00,CORALSLR_ALL,20.36
12:00,CORAZON_RN,21.17
12:00,COTPLNS_RN,20.21
12:00,COTTON_PAP2,20.75
12:00,COYOTSPR_AGR,20.23
12:00,COYOTSPR_RN,20.23
12:00,CPSES_UNIT1,20.34
12:00,CPSES_UNIT2,20.34
12:00,CRANELL_ALL,20.66
12:00,CRAWFISH_RN,22.17
12:00,CROSSETT_ALL,20.19
12:00,CRWN_SLR_UN1,20.32
12:00,CR_RN,20.84
12:00,CSC_CSECG1_2,21.21
12:00,CS_RN,20.74
12:00,CTW_RN,19.96
12:00,CVC_CC1,20.76
12:00,CVC_CVCG1_5,20.76
12:00,CVC_CVC_G2,20.76
12:00,CVC_CVC_G3,20.76
12:00,DAG_ALL,20.24
12:00,DANSBY_ALL,20.53
12:00,DAN_ALL,18.51
12:00,DA_BESS,20.24
12:00,DA_BESS2,20.24
12:00,DC2SES_ALL,20.34
12:00,DC_E,20.36
12:00,DC_L,21.36
12:00,DC_N,20.27
12:00,DC_R,20.94
12:00,DDPEC_CC1,20.28
12:00,DDPEC_GT1,20.28
12:00,DDPEC_GT2,20.28
12:00,DDPEC_GT3,20.28
12:00,DDPEC_GT4,20.28
12:00,DDPEC_GT6,20.28
12:00,DDPEC_ST1,20.28
12:00,DECKER_GT,20.14
12:00,DENISON_G1_2,20.35
12:00,DERMOTT_ALL,20.11
12:00,DGFS_ESR_RN,20.2
12:00,DIBOL_RN,20.4
12:00,DIB_CC1,20.62
12:00,DIB_DIB_G1,20.62
12:00,DIB_DIB_G2,20.62
12:00,DIB_DIB_G3,20.62
12:00,DIB_DIB_G4,20.62
12:00,DIB_PUN1,20.62
12:00,DIB_PUN2,20.62
12:00,DILEOS_UNIT1,20.32
12:00,DKNS_ESS_RN,20.19
12:00,DMA_RN,20.2
12:00,DOWGEN_PUN1,18.69
12:00,DOWGEN_PUN2,18.69
12:00,DOWGEN_PUN3,18.69
12:00,DOW_61_2_63,18.69
12:00,DOW_64,18.69
12:00,DOW_81_2_84,18.69
12:00,DOW_G37_G35,18.69
12:00,DOW_G66_ST65,18.69
12:00,DOW_G67,18.69
12:00,DOW_G96_ST95,18.69
12:00,DRYFRIO_RN,18.18
12:00,DSWL_BES1,20.35
12:00,DUKE_CC1,20.93
12:00,DUKE_GST1CCU,20.93
12:00,DUKE_GT2_CCU,20.93
12:00,DUP_PUN1,21.5
12:00,DUP_PUN2,21.5
12:00,DUP_PUN3,21.5
12:00,DUP_PUN4,21.5
12:00,EBELLS_UNIT1,17.39
12:00,EBNY_ESS_RN,20.01
12:00,ECLIPSE_UN1,18.29
12:00,EIFSLR_UNIT1,20.36
12:00,ELB_ELBCREEK,20.28
12:00,ELECTRAW_1_2,20.28
12:00,ELMCRK_RN,20.38
12:00,ELSAUZ_ALL,20.9
12:00,ELSA_ESR_RN,20.92
12:00,ELS_RN_1,20.36
12:00,ELZA_SLR_RN,20.37
12:00,EL_RAYO_ALL,20.88
12:00,EMPCT_RN,20.36
12:00,ENDPARK_ESS1,19.98
12:00,ERSL_RN,13.91
12:00,ESTONIAN_ALL,20.35
12:00,ETCCS_CC1,20.37
12:00,ETCCS_CCU,20.37
12:00,EUNICE_ALL,20.26
12:00,EVLN_ESS_RN,20.32
12:00,EXGNSND_RN,21.23
12:00,EXGNWTL_1,21.28
12:00,EXN_14,20.7
12:00,EXN_1_3,20.7
12:00,EXN_4,20.7
12:00,EXN_8,20.7
12:00,EXN_9_13,20.7
12:00,EXN_PUN1,20.7
12:00,EXN_PUN2,20.7
12:00,EXN_PUN3,20.7
12:00,E_BLACK_RN,20.16
12:00,FAGUSSLR_RN,20.24
12:00,FALFUR_RN,21.02
12:00,FALFUR_RN2,21.02
12:00,FAL_FALCONG1,21.09
12:00,FAL_FALCONG2,21.09
12:00,FAL_FALCONG3,21.09
12:00,FAULKNER_RN,20.23
12:00,FEGC_RN,20.94
12:00,FENCESLR_ALL,20.4
12:00,FERGCC_CC1,19.42
12:00,FERGCC_GT1_1,19.42
12:00,FERGCC_GT2_3,19.42
12:00,FERGCC_ST1_5,19.42
12:00,FERMI_ALL,19.1
12:00,FILESSLR_PV1,20.34
12:00,FIVEWSLR_ALL,20.28
12:00,FLCNS_CC1,20.29
12:00,FLCNS_UNIT1,20.29
12:00,FLCNS_UNIT2,20.29
12:00,FLCNS_UNIT3,20.29
12:00,FLOWERII_RN,20.23
12:00,FLTBES1,20.23
12:00,FLTCK_SSI,20.34
12:00,FLUVANNA_1_2,19.98
12:00,FLVABES1_ESR,20.23
12:00,FOARDCTY_ALL,20.24
12:00,FORMOSA_CC1,22.08
12:00,FORMOSA_CC2,22.08
12:00,FORMOSA_PUN1,22.08
12:00,FORMOSA_PUN2,22.08
12:00,FORTMA_RN,19.78
12:00,FOXTROT_ALL,20.31
12:00,FO_FORMOSA11,22.08
